OriginSRA,DestinationSRA,flows
32,15.0,8.0
32,16.0,1.0
32,17.0,10.0
32,20.0,163.0
32,21.0,2.0
32,21.0,52.0
32,22.0,2.0
32,22.0,110.0
32,30.0,3.0
32,31.0,216.0
32,32.0,68.0
32,33.0,140.0
32,34.0,224.0
32,35.0,72.0
32,35.0,5.0
32,36.0,18.0
32,37.0,8.0
32,39.0,4.0
32,42.0,2.0
32,43.0,2.0
32,50.0,1.0
32,60.0,1.0
33,1.0,1719.0
33,2.0,2.0
33,2.0,156.0
33,3.0,19.0
33,4.0,72.0
33,5.0,118.0
33,6.0,1581.0
33,10.0,1608.0
33,11.0,46.0
33,12.0,323.0
33,13.0,160.0
33,14.0,1.0
33,14.0,26.0
33,14.0,27.0
33,15.0,49.0
33,16.0,3.0
33,17.0,54.0
33,20.0,273.0
33,21.0,4.0
33,21.0,87.0
33,22.0,7.0
33,22.0,160.0
33,30.0,3.0
33,31.0,419.0
33,32.0,25.0
33,33.0,1896.0
33,34.0,1347.0
33,35.0,275.0
33,35.0,15.0
33,36.0,116.0
33,37.0,39.0
33,38.0,2.0
33,39.0,14.0
33,40.0,1.0
33,41.0,5.0
33,43.0,13.0
33,50.0,12.0
33,51.0,5.0
33,55.0,2.0
33,60.0,2.0
33,61.0,1.0
34,1.0,1674.0
34,2.0,1.0
34,2.0,162.0
34,3.0,21.0
34,4.0,80.0
34,5.0,66.0
34,6.0,975.0
34,10.0,1482.0
34,11.0,44.0
34,12.0,423.0
34,13.0,189.0
34,14.0,1.0
34,14.0,33.0
34,14.0,20.0
34,15.0,54.0
34,16.0,3.0
34,17.0,57.0
34,20.0,252.0
34,21.0,2.0
34,21.0,70.0
34,22.0,4.0
34,22.0,160.0
34,30.0,12.0
34,31.0,1219.0
34,32.0,15.0
34,33.0,1134.0
34,34.0,4180.0
34,35.0,1201.0
34,35.0,55.0
34,36.0,852.0
34,37.0,341.0
34,38.0,8.0
34,39.0,55.0
34,40.0,3.0
34,41.0,5.0
34,42.0,3.0
34,43.0,1.0
34,43.0,23.0
34,50.0,19.0
34,51.0,3.0
34,52.0,1.0
34,55.0,4.0
34,60.0,2.0
34,61.0,3.0
35,1.0,640.0
35,2.0,1.0
35,2.0,62.0
35,3.0,9.0
35,4.0,30.0
35,5.0,25.0
35,6.0,364.0
35,10.0,1259.0
35,11.0,21.0
35,12.0,405.0
35,13.0,188.0
35,14.0,1.0
35,14.0,24.0
35,14.0,19.0
35,15.0,68.0
35,16.0,2.0
35,17.0,52.0
35,20.0,97.0
35,21.0,21.0
35,22.0,4.0
35,22.0,116.0
35,30.0,1.0
35,31.0,126.0
35,32.0,6.0
35,33.0,232.0
35,34.0,553.0
35,35.0,2891.0
35,35.0,144.0
35,36.0,203.0
35,37.0,63.0
35,38.0,3.0
35,39.0,34.0
35,40.0,1.0
35,41.0,8.0
35,42.0,4.0
35,43.0,1.0
35,43.0,8.0
35,50.0,14.0
35,51.0,3.0
35,52.0,2.0
35,53.0,1.0
35,55.0,1.0
35,60.0,1.0
36,1.0,516.0
36,2.0,0.0
36,2.0,72.0
36,3.0,6.0
36,4.0,25.0
36,5.0,17.0
36,6.0,287.0
36,10.0,607.0
36,11.0,34.0
36,12.0,225.0
36,13.0,88.0
36,14.0,43.0
36,14.0,7.0
36,15.0,34.0
36,16.0,6.0
36,17.0,31.0
36,20.0,49.0
36,21.0,17.0
36,22.0,1.0
36,22.0,58.0
36,30.0,1.0
36,31.0,291.0
36,32.0,2.0
36,33.0,158.0
36,34.0,496.0
36,35.0,1088.0
36,35.0,70.0
36,36.0,749.0
36,37.0,217.0
36,38.0,4.0
36,39.0,93.0
36,41.0,4.0
36,43.0,6.0
36,50.0,27.0
36,51.0,7.0
36,55.0,2.0
36,60.0,2.0
36,61.0,2.0
37,1.0,157.0
37,2.0,18.0
37,3.0,1.0
37,4.0,8.0
37,5.0,7.0
37,6.0,89.0
37,10.0,142.0
37,11.0,7.0
37,12.0,44.0
37,13.0,15.0
37,14.0,12.0
37,15.0,2.0
37,16.0,1.0
37,17.0,4.0
37,20.0,10.0
37,21.0,14.0
37,22.0,1.0
37,22.0,30.0
37,30.0,2.0
37,31.0,140.0
37,32.0,2.0
37,33.0,67.0
37,34.0,154.0
37,35.0,132.0
37,35.0,6.0
37,36.0,205.0
37,37.0,21.0
37,38.0,7.0
37,39.0,12.0
37,41.0,1.0
37,43.0,2.0
37,50.0,2.0
37,55.0,1.0
37,61.0,1.0
38,1.0,137.0
38,2.0,14.0
38,3.0,0.0
38,4.0,6.0
38,5.0,2.0
38,6.0,78.0
38,10.0,117.0
38,11.0,2.0
38,12.0,30.0
38,13.0,10.0
38,14.0,8.0
38,14.0,2.0
38,15.0,6.0
38,17.0,0.0
38,20.0,11.0
38,22.0,7.0
38,31.0,95.0
38,33.0,32.0
38,34.0,137.0
38,35.0,116.0
38,35.0,2.0
38,36.0,47.0
38,37.0,8.0
38,38.0,29.0
38,39.0,6.0
38,41.0,2.0
38,42.0,0.0
38,43.0,0.0
38,50.0,6.0
38,51.0,0.0
38,55.0,0.0
38,61.0,12.0
39,1.0,123.0
39,2.0,14.0
39,3.0,1.0
39,4.0,11.0
39,5.0,2.0
39,6.0,46.0
39,10.0,194.0
39,11.0,6.0
39,12.0,97.0
39,13.0,91.0
39,14.0,89.0
39,14.0,2.0
39,15.0,45.0
39,16.0,2.0
39,17.0,2.0
39,20.0,6.0
39,21.0,1.0
39,22.0,7.0
39,31.0,22.0
39,33.0,24.0
39,34.0,22.0
39,35.0,99.0
39,35.0,3.0
39,36.0,18.0
39,37.0,5.0
39,39.0,1726.0
39,40.0,1.0
39,41.0,2.0
39,42.0,1.0
39,43.0,8.0
39,43.0,13.0
39,50.0,175.0
39,51.0,29.0
39,52.0,2.0
39,55.0,1.0
39,60.0,18.0
40,1.0,559.0
40,2.0,107.0
40,3.0,57.0
40,4.0,15.0
40,5.0,12.0
40,6.0,104.0
40,10.0,865.0
40,11.0,99.0
40,12.0,2150.0
40,13.0,958.0
40,14.0,2.0
40,14.0,224.0
40,14.0,30.0
40,15.0,50.0
40,16.0,6.0
40,17.0,10.0
40,20.0,17.0
40,21.0,7.0
40,22.0,1.0
40,22.0,36.0
40,31.0,3.0
40,33.0,6.0
40,33.0,8.0
40,34.0,15.0
40,35.0,16.0
40,36.0,2.0
40,37.0,2.0
40,39.0,6.0
40,40.0,804.0
40,41.0,472.0
40,42.0,108.0
40,43.0,0.0
40,43.0,456.0
40,50.0,314.0
40,51.0,788.0
40,52.0,71.0
40,55.0,19.0
40,60.0,2.0
40,61.0,1.0
41,1.0,290.0
41,2.0,1.0
41,2.0,59.0
41,3.0,12.0
41,4.0,3.0
41,5.0,2.0
41,6.0,66.0
41,10.0,454.0
41,11.0,47.0
41,12.0,1012.0
41,13.0,289.0
41,14.0,1.0
41,14.0,78.0
41,14.0,9.0
41,15.0,14.0
41,16.0,6.0
41,17.0,6.0
41,20.0,8.0
41,21.0,6.0
41,22.0,56.0
41,33.0,4.0
41,33.0,8.0
41,34.0,7.0
41,35.0,14.0
41,36.0,0.0
41,39.0,10.0
41,40.0,88.0
41,41.0,2538.0
41,42.0,803.0
41,43.0,2635.0
41,44.0,1.0
41,50.0,450.0
41,51.0,1852.0
41,52.0,332.0
41,54.0,2.0
41,55.0,134.0
41,60.0,2.0
42,1.0,138.0
42,2.0,15.0
42,3.0,4.0
42,4.0,1.0
42,6.0,31.0
42,10.0,216.0
42,11.0,19.0
42,12.0,559.0
42,13.0,110.0
42,14.0,1.0
42,14.0,59.0
42,14.0,5.0
42,15.0,17.0
42,16.0,3.0
42,17.0,2.0
42,20.0,3.0
42,21.0,4.0
42,22.0,13.0
42,31.0,1.0
42,33.0,0.0
42,33.0,3.0
42,34.0,5.0
42,35.0,8.0
42,36.0,3.0
42,38.0,1.0
42,39.0,7.0
42,40.0,18.0
42,41.0,896.0
42,42.0,3021.0
42,43.0,1.0
42,43.0,8743.0
42,44.0,2.0
42,50.0,290.0
42,51.0,666.0
42,52.0,257.0
42,54.0,0.0
42,55.0,613.0
43,1.0,74.0
43,2.0,2.0
43,2.0,16.0
43,5.0,5.0
43,6.0,7.0
43,10.0,66.0
43,11.0,9.0
43,12.0,91.0
43,13.0,77.0
43,14.0,2.0
43,14.0,12.0
43,14.0,0.0
43,15.0,9.0
43,16.0,1.0
43,17.0,1.0
43,20.0,18.0
43,21.0,1.0
43,21.0,5.0
43,22.0,4.0
43,22.0,9.0
43,31.0,0.0
43,33.0,3.0
43,34.0,1.0
43,35.0,3.0
43,36.0,3.0
43,37.0,2.0
43,39.0,3.0
43,40.0,9.0
43,41.0,108.0
43,42.0,770.0
43,43.0,0.0
43,43.0,18077.0
43,44.0,0.0
43,50.0,59.0
43,51.0,82.0
43,52.0,28.0
43,55.0,441.0
50,1.0,394.0
50,2.0,53.0
50,3.0,3.0
50,4.0,16.0
50,5.0,8.0
50,6.0,92.0
50,10.0,736.0
50,11.0,19.0
50,12.0,522.0
50,13.0,594.0
50,14.0,599.0
50,14.0,15.0
50,15.0,227.0
50,16.0,2.0
50,17.0,10.0
50,20.0,21.0
50,21.0,10.0
50,22.0,1.0
50,22.0,50.0
50,30.0,1.0
50,31.0,4.0
50,33.0,1.0
50,33.0,12.0
50,34.0,9.0
50,35.0,19.0
50,36.0,11.0
50,37.0,3.0
50,39.0,95.0
50,40.0,17.0
50,41.0,185.0
50,42.0,86.0
50,43.0,34.0
50,43.0,337.0
50,44.0,0.0
50,50.0,19982.0
50,51.0,2036.0
50,52.0,123.0
50,53.0,5.0
50,55.0,252.0
50,60.0,23.0
51,1.0,157.0
51,2.0,27.0
51,3.0,8.0
51,4.0,7.0
51,5.0,6.0
51,6.0,29.0
51,10.0,242.0
51,11.0,18.0
51,12.0,337.0
51,13.0,216.0
51,14.0,160.0
51,14.0,10.0
51,15.0,49.0
51,16.0,1.0
51,17.0,5.0
51,20.0,12.0
51,21.0,4.0
51,22.0,24.0
51,31.0,2.0
51,33.0,2.0
51,34.0,4.0
51,35.0,5.0
51,35.0,1.0
51,36.0,4.0
51,37.0,1.0
51,39.0,23.0
51,40.0,31.0
51,41.0,453.0
51,42.0,149.0
51,43.0,5.0
51,43.0,474.0
51,50.0,2578.0
51,51.0,8528.0
51,52.0,307.0
51,53.0,5.0
51,54.0,1.0
51,55.0,195.0
51,60.0,5.0
52,1.0,55.0
52,2.0,2.0
52,3.0,2.0
52,5.0,2.0
52,6.0,14.0
52,10.0,111.0
52,11.0,12.0
52,12.0,179.0
52,13.0,80.0
52,14.0,57.0
52,14.0,2.0
52,15.0,23.0
52,16.0,1.0
52,17.0,3.0
52,20.0,4.0
52,21.0,1.0
52,22.0,14.0
52,30.0,1.0
52,33.0,1.0
52,34.0,2.0
52,35.0,3.0
52,36.0,4.0
52,37.0,2.0
52,39.0,4.0
52,40.0,6.0
52,41.0,559.0
52,42.0,402.0
52,43.0,2.0
52,43.0,1105.0
52,44.0,4.0
52,50.0,530.0
52,51.0,1375.0
52,52.0,758.0
52,53.0,1.0
52,55.0,470.0
52,60.0,2.0
53,1.0,48.0
53,2.0,6.0
53,4.0,1.0
53,6.0,9.0
53,10.0,88.0
53,11.0,3.0
53,12.0,30.0
53,13.0,37.0
53,14.0,38.0
53,15.0,15.0
53,20.0,3.0
53,21.0,2.0
53,22.0,3.0
53,31.0,1.0
53,33.0,3.0
53,34.0,2.0
53,35.0,5.0
53,36.0,1.0
53,39.0,6.0
53,40.0,1.0
53,41.0,19.0
53,42.0,11.0
53,43.0,1.0
53,43.0,94.0
53,50.0,792.0
53,51.0,127.0
53,52.0,15.0
53,53.0,6.0
53,54.0,2.0
53,55.0,73.0
53,60.0,10.0
54,1.0,11.0
54,6.0,2.0
54,10.0,35.0
54,11.0,2.0
54,12.0,6.0
54,13.0,17.0
54,14.0,1.0
54,14.0,11.0
54,15.0,4.0
54,17.0,0.0
54,20.0,1.0
54,21.0,0.0
54,22.0,2.0
54,31.0,1.0
54,35.0,1.0
54,36.0,1.0
54,39.0,1.0
54,40.0,0.0
54,41.0,3.0
54,42.0,12.0
54,43.0,1.0
54,43.0,104.0
54,44.0,1.0
54,50.0,140.0
54,51.0,32.0
54,52.0,2.0
54,53.0,1.0
54,54.0,4.0
54,55.0,105.0
54,60.0,19.0
55,1.0,88.0
55,2.0,14.0
55,3.0,3.0
55,4.0,1.0
55,5.0,4.0
55,6.0,18.0
55,10.0,80.0
55,11.0,14.0
55,12.0,78.0
55,13.0,112.0
55,14.0,2.0
55,14.0,49.0
55,14.0,1.0
55,15.0,30.0
55,16.0,2.0
55,17.0,0.0
55,20.0,27.0
55,21.0,1.0
55,21.0,10.0
55,22.0,0.0
55,22.0,8.0
55,31.0,1.0
55,33.0,4.0
55,34.0,3.0
55,35.0,4.0
55,36.0,6.0
55,37.0,1.0
55,39.0,4.0
55,40.0,4.0
55,41.0,70.0
55,42.0,103.0
55,43.0,2.0
55,43.0,2846.0
55,44.0,2.0
55,50.0,260.0
55,51.0,166.0
55,52.0,43.0
55,53.0,0.0
55,54.0,4.0
55,55.0,6228.0
55,60.0,4.0
60,1.0,16.0
60,2.0,4.0
60,4.0,2.0
60,6.0,3.0
60,10.0,36.0
60,11.0,1.0
60,12.0,4.0
60,13.0,14.0
60,14.0,6.0
60,15.0,10.0
60,20.0,2.0
60,21.0,1.0
60,22.0,1.0
60,31.0,4.0
60,33.0,4.0
60,34.0,2.0
60,35.0,2.0
60,35.0,2.0
60,36.0,6.0
60,37.0,2.0
60,39.0,25.0
60,40.0,1.0
60,41.0,1.0
60,42.0,2.0
60,43.0,1.0
60,43.0,5.0
60,50.0,40.0
60,51.0,3.0
60,55.0,10.0
60,60.0,300.0
61,1.0,79.0
61,2.0,4.0
61,4.0,1.0
61,5.0,1.0
61,6.0,26.0
61,10.0,48.0
61,11.0,1.0
61,12.0,15.0
61,13.0,6.0
61,14.0,2.0
61,14.0,0.0
61,15.0,5.0
61,20.0,8.0
61,21.0,6.0
61,22.0,4.0
61,31.0,40.0
61,33.0,8.0
61,34.0,23.0
61,35.0,30.0
61,36.0,14.0
61,37.0,6.0
61,38.0,5.0
61,39.0,4.0
61,43.0,1.0
61,50.0,9.0
61,51.0,1.0
61,61.0,3.0
62,1.0,165.0
62,2.0,0.0
62,2.0,7.0
62,4.0,8.0
62,5.0,2.0
62,6.0,15.0
62,10.0,125.0
62,11.0,5.0
62,12.0,12.0
62,13.0,8.0
62,14.0,5.0
62,14.0,3.0
62,15.0,3.0
62,16.0,0.0
62,17.0,0.0
62,20.0,67.0
62,21.0,13.0
62,22.0,12.0
62,30.0,7.0
62,31.0,183.0
62,33.0,16.0
62,34.0,14.0
62,35.0,29.0
62,35.0,2.0
62,36.0,5.0
62,37.0,2.0
62,38.0,1.0
62,39.0,5.0
62,50.0,2.0
62,55.0,0.0
62,61.0,1.0
63,1.0,6.0
63,2.0,2.0
63,4.0,1.0
63,5.0,2.0
63,6.0,1.0
63,10.0,12.0
63,11.0,1.0
63,12.0,2.0
63,13.0,5.0
63,14.0,4.0
63,15.0,6.0
63,20.0,2.0
63,21.0,2.0
63,22.0,0.0
63,31.0,1.0
63,33.0,1.0
63,34.0,2.0
63,35.0,2.0
63,36.0,2.0
63,39.0,3.0
63,41.0,1.0
63,42.0,1.0
63,43.0,6.0
63,50.0,13.0
63,51.0,3.0
63,55.0,0.0
63,60.0,11.0
